,mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
7260,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,125,client,00:10:19,And so be where I have fun.,1,,,,,,,,neutral
7261,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,126,therapist,00:10:21,"Okay. Yeah, it sounds kinda similar to your, um, your value of respect to yourself.",1,False,,True,complex,False,,reflection,
7262,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,127,client,00:10:26,Yeah.,1,,,,,,,,neutral
7263,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,128,therapist,00:10:26,"On the one hand, you- the drinking maybe helps with the belonging community to start.",1,False,,True,complex,False,,reflection,
7264,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,129,client,00:10:32,Mm-hmm.,1,,,,,,,,neutral
7265,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,130,therapist,00:10:33,"If there's too much, then it sort of—",1,False,,True,simple,False,,reflection,
7266,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,131,client,00:10:34,Then it kind of defeats the purpose? [laughs],1,,,,,,,,change
7267,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,132,therapist,00:10:36,"Right. And then with the respect, one of the things you mentioned, is really wanting to respect yourself and not sort of cross boundaries, not sort of cross lines.",1,False,,True,complex,False,,reflection,
7268,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,133,client,00:10:44,Yeah.,1,,,,,,,,neutral
7269,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,134,therapist,00:10:45,"Um, how do you think that the drinking fits in with that?",1,False,,False,,True,open,question,
7270,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,135,client,00:10:49,In terms of what? In terms of respect?,1,,,,,,,,neutral
7271,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,136,therapist,00:10:51,Mm-hmm.,1,False,,False,,False,,other,
7272,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,137,client,00:10:52,"I think, well in a way, I do think that drinking is probably a form of disrespect to my own body because I'm not putting things- I'm putting things in it that shouldn't be there.",1,,,,,,,,change
7273,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,138,therapist,00:11:02,Okay.,1,False,,False,,False,,other,
7274,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,139,client,00:11:02,"And then-- But in terms of at- how it is I am respecting myself, I am- I'm respecting myself by like trying to stay in someone's house and like trying to limit my drinking so I don't get to that blackout like throwing up and everything.",1,,,,,,,,sustain
7275,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,140,therapist,00:11:18,Mm-hmm.,1,False,,False,,False,,other,
7276,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,141,client,00:11:18,"And try to, you know, let loose but still be in control of my behavior so I'm not gonna go somewhere with a person I met-",1,,,,,,,,neutral
7277,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,142,therapist,00:11:27,Mm-hmm.,1,False,,False,,False,,other,
7278,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,143,client,00:11:27,"-into I don't know where to, I don't know what, and-",1,,,,,,,,neutral
7279,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,144,therapist,00:11:30,Mm-hmm.,1,False,,False,,False,,other,
7280,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,145,client,00:11:31,-things like that.,1,,,,,,,,neutral
7281,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,146,therapist,00:11:32,Okay. So you're sort of looking for that balance-,1,False,,True,simple,False,,reflection,
7282,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,147,client,00:11:35,Yeah.,1,,,,,,,,neutral
7283,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,148,therapist,00:11:36,-of how much you can drink to have some of the positive benefits but not cross over.,1,False,,True,simple,False,,reflection,
7284,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,149,therapist,00:11:42,Okay. And what have you come up with at this point? Do you have sort of a-a limit that you stick to or are you--?,1,False,,False,,True,closed,question,
7285,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,150,client,00:11:48,"I usually-- Well, I start off like I make sure that I make my own drink so I know what's in it and how much is in it. So in that way I control how much I drink. So, I usually just, you know, get one of those cups and then make one drink. And then I'll try to make it last as long as possible. And I'll be like, ""All right, this is my one drink"" and I'm good in that way. I still have something in my cup so people aren't gonna be like, ""Oh, here. Have some more."" I'd be like, ""No, I'm good. I have mine,"" and I'll still be, you know, having some to like let loose a little.",1,,,,,,,,neutral
7286,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,151,therapist,00:12:19,Mm-hmm. Okay. And do you feel that that's working pretty well for you or do you sometimes exceed that limit or-or what do you think?,1,False,,False,,True,closed,question,
7287,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,152,client,00:12:27,"For the most part, it works pretty well because, like I said, people, you know, people come asking me, trying to pressure me, I'll be like, ""No, I'm good. I have- You know, I still have something. I'll get some later."" And I never end up getting anything. Oh, but sometimes they'll be like, ""Hey, let's take a shot,"" and everyone's gathered around like the kitchen or something ready to take a shot. And then at that point, I'll be like, ""Oh, well, maybe I can take one more."" And that's when I start, you know, falling into-",1,,,,,,,,change
7288,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,153,therapist,00:12:53,Okay.,1,False,,False,,False,,other,
7289,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,154,client,00:12:54,-way too much.,1,,,,,,,,change
7290,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,155,therapist,00:12:55,"So, uh, uh, a portion of the time it's working well for you and another portion of the time maybe you would like-",1,False,,True,simple,False,,reflection,
7291,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,156,client,00:13:01,Yeah.,1,,,,,,,,neutral
7292,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,157,therapist,00:13:02,-would like to make some adjustments-,1,False,,True,simple,False,,reflection,
7293,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,158,client,00:13:03,Mm-hmm.,1,,,,,,,,neutral
7294,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,159,therapist,00:13:03,"-to-to make it a little smoother. Okay. So, kind of thinking along those lines, how important is it to you make some changes or make some adjustments to your drinking to sort of fit with your values and your goals for yourself?",1,False,,True,simple,True,open,question,
7295,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,160,client,00:13:18,"Um, I'd like to make sure that I'd, you know, in terms of respecting myself and my body, I'd like to, you know, try to drink less.",1,,,,,,,,change
7296,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,161,therapist,00:13:27,Okay.,1,False,,False,,False,,other,
7297,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,162,client,00:13:28,"Like I-I-- You know, it is nice to let loose and have fun, but I'd also like it to be so, you know, I'm not damaging my body, you know.",1,,,,,,,,change
7298,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,163,therapist,00:13:34,Right.,1,False,,False,,False,,other,
7299,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,164,client,00:13:35,Like my liver doesn't work by the time I'm like 22.,1,,,,,,,,change
7300,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,165,therapist,00:13:38,Mm-hmm.,1,False,,False,,False,,other,
7301,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,166,client,00:13:39,"And, um, you know, have my friends on board with a similar mentality so we can kind of work at it together as a group, as a- as a community.",1,,,,,,,,change
7302,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,167,therapist,00:13:47,Uh-huh. So kind of combining you alls-,1,False,,True,simple,False,,reflection,
7303,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,168,client,00:13:49,Yeah.,1,,,,,,,,neutral
7304,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,169,therapist,00:13:49,"-goals. Okay. So, you-you have a goal it sounds like, of actually cutting back on your drinking. How important is it to you to work on that goal and on a scale of one to ten, where one is not at all important and ten is it's the most important thing right now?",1,False,,True,simple,True,closed,question,
7305,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,170,client,00:14:05,I'd say about like-like a six or a seven.,1,,,,,,,,neutral
7306,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,171,therapist,00:14:08,"Oh, okay.",1,False,,False,,False,,other,
7307,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,172,client,00:14:09,"I'd like to work on it but, you know, if I get around to it, I get around to it. If I don't, I don't.",1,,,,,,,,neutral
7308,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,173,therapist,00:14:13,Uh-huh. Why do you say six or seven rather than like a four?,1,False,,False,,True,open,question,
7309,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,174,client,00:14:17,"Um, because I still think it's-it's important.",1,,,,,,,,change
7310,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,175,therapist,00:14:21,Uh-huh.,1,False,,False,,False,,other,
7311,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,176,client,00:14:21,"I still, you know. Like I said, I don't want to hurt my body. Especially going to med school like I know how things affect your body and also affect your-your social and your school work and things like. I know that once I get to college, it's not- it's not gonna-gonna work out being, you know, drinking every weekend and then like trying to wake up early and go to school, take an exam. Like I know that's not- that's not feasible. It's not a good idea.",1,,,,,,,,change
7312,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,177,therapist,00:14:48,"Yeah, looking ahead, you can't keep drinking this way and reach the goals that you have for yourself.",1,False,,True,simple,False,,reflection,
7313,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,178,client,00:14:53,Yeah.,1,,,,,,,,neutral
7314,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,179,therapist,00:14:54,"Okay. Well, how confident are you that you could cut down if you wanted to-",1,False,,False,,True,open,question,
7315,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,180,client,00:14:59,I think I-,1,,,,,,,,neutral
7316,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,181,therapist,00:14:59,-on that same scale from one to ten?,1,False,,False,,True,closed,question,
7317,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,182,client,00:15:01,"I think if I made the decision that I was going to, for sure, then I think definitely like a 10 I know it'd be going through.",1,,,,,,,,neutral
7318,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,183,therapist,00:15:07,"Oh, wow. Okay. Why do you say 10?",1,False,,False,,True,open,question,
7319,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,184,client,00:15:09,"It's just because I know that once I make the decision, I know I can do it. It's making the decision in the first place.",1,,,,,,,,change
7320,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,185,therapist,00:15:15,"Okay. And so you mentioned the- you know, quite a few reasons why you would like to cut down. Um, have you thought at all about how you might go about doing that?",1,False,,True,simple,True,open,question,
7321,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,186,client,00:15:30,"Um, I'm thinking of maybe like trying to convince my friends without sounding, you know, dorky or something and be like, hey, you know, let's just stay in today. Like, let's not go out or something. Or just be like, hey, I'm not like-- I'm not going to drink today. And then even if my friends do, like being okay with them, drinking around me and not doing it, and then them being okay with me drinking-- Me not drinking and them doing whatever they want.",1,,,,,,,,change
7322,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,187,therapist,00:15:59,"So sort of, um, trying to plan more activities that don't involve alcohol-",1,False,,True,simple,False,,reflection,
7323,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,188,client,00:16:03,Yeah.,1,,,,,,,,neutral
7324,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,189,therapist,00:16:04,-and then also trying to participate in activities without drinking yourself or maybe even drinking less than you're drinking.,1,False,,True,simple,False,,reflection,
7325,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,190,client,00:16:10,Yeah.,1,,,,,,,,neutral
7326,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,191,therapist,00:16:10,Okay. Does that sound like a goal you want to work on now or?,1,False,,False,,True,closed,question,
7327,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,192,client,00:16:15,I think so. I think it's-it's very feasible. I think it's possible.,1,,,,,,,,change
7328,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,193,therapist,00:16:19,"Okay. Um, so I guess we'll talk about, um, less alcohol activities. I'm just making some notes to myself and then maybe, um, reducing the amount of drinking that you're doing if alcohol is involved. Okay. Um, so that-that goal sounds feasible, you said? Would it be okay if we met in a couple of weeks to sort of see how it's going?",1,True,negotiation,False,,True,closed,therapist_input,
7329,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,194,client,00:16:46,I think so. I think that's good.,1,,,,,,,,change
7330,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,195,therapist,00:16:47,Does that sound like something you'd like to do?,1,False,,False,,True,closed,question,
7331,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,196,client,00:16:49,Yeah.,1,,,,,,,,neutral
7332,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,197,therapist,00:16:49,"Okay. Well, I really appreciate you spending the time talking to me, you know, it sounds like you have a lot of really good goals for yourself, really ambitious goals of going to medical school and, you know, becoming a psychiatrist or, um, some-some other form of physician. Um, you're really looking forward to doing well in school so you can get there.",1,False,,True,simple,False,,reflection,
7333,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,198,therapist,00:17:10,"And it sounds like you have a pretty active social life and a-a lot of friends who you feel probably would be, uh, supportive, even if you cut down on alcohol and that, you know, there's a lot of benefits you see both to your body and your health, um, your school performance, and even some of the social stuff in terms of feeling a sense of belonging without having to deal with some of the gross consequences of-of, um, drinking too much.",1,False,,True,simple,False,,reflection,
7334,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,199,therapist,00:17:38,"Um, so yeah, you know, it really sounds to me like you have a good plan in place and as long as you're willing and-and interested in meeting again, I'd be very excited to be able to talk with you about how it's going.",1,False,,True,simple,False,,reflection,
7335,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,200,client,00:17:51,"Yeah, I'd like to.",1,,,,,,,,change
7336,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,201,therapist,00:17:52,All right. Great. So I'll-I'll plan to see you then in a few more weeks.,1,False,,False,,False,,other,
7337,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,202,client,00:17:55,Perfect. Nice.,1,,,,,,,,neutral
7338,high,68,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,https://www.youtube.com/watch?v=_TwVa4utpII,reducing alcohol consumption,203,therapist,00:17:56,Great.,1,False,,False,,False,,other,
7657,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,0,therapist,00:00:07,Hi. Are you Julie Thompson?,0,False,,False,,True,closed,question,
7658,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,1,client,00:00:09,Mm-hmm. Yeah.,0,,,,,,,,neutral
7659,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,2,therapist,00:00:10,"Hi, I'm Bruce Berger. I work in the clinic and, uh, I noticed that you're in to pick up a prescription for Sarah's, uh, rescue inhaler-",0,True,information,False,,False,,therapist_input,
7660,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,3,client,00:00:17,Mm-hmm.,0,,,,,,,,neutral
7661,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,4,therapist,00:00:17,-for her asthma. I noticed that she's been in the emergency room five times in the last year for her asthma. What's that- what's that been like for you?,0,True,information,False,,True,open,question,
7662,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,5,client,00:00:25,"It's been- it's been really difficult. Um, I hate to see her gasping for breath. And, um, I'm really worried, you know, when she has to go. Uh, so that's been-- it's really difficult when I have to take her.",0,,,,,,,,change
7663,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,6,therapist,00:00:37,"Yeah, it sounds like you'd be willing to do whatever you can to try to prevent that from happening.",0,False,,True,complex,False,,reflection,
7664,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,7,client,00:00:42,Mm-hmm. Yeah.,0,,,,,,,,change
7665,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,8,therapist,00:00:43,"Okay. I-I also noticed that, uh, it's been about three months or so since you picked up the prescription for her chronic inhaler.",0,True,information,False,,False,,therapist_input,
7666,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,9,client,00:00:50,Mm-hmm.,0,,,,,,,,neutral
7667,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,10,therapist,00:00:50,Are you having some difficulties with that?,0,False,,False,,False,,other,
7668,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,11,client,00:00:52,"Well, I did research on the chronic inhaler and I found out that there were steroids in it and that-that I don't want her taking steroids. I did, uh, research on some of the potential side effects and some of the health problems that can result from taking steroids and I-I just don't want her to take those at all. I don't want her exposed to them at all. And then, uh, let me just go ahead and lay this out right now. Uh, because I'm sure it'll come up, but I-I do smoke. But I make sure that I do not smoke around her so that I make sure that it does not affect her. So-",0,,,,,,,,sustain
7669,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,12,therapist,00:01:22,Okay.,0,False,,False,,False,,other,
7670,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,13,client,00:01:23,-I just want to let you know that right off.,0,,,,,,,,neutral
7671,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,14,therapist,00:01:24,"Well, it sounds like you care about Sarah a great deal. You-you don't want her, uh, using steroids. You're worried about what kind of effects those would have on her and you're- you're working hard to keep your smoking away from her so it doesn't affect her asthma.",0,False,,True,complex,False,,reflection,
7672,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,15,client,00:01:38,Mm-hmm. Yeah.,0,,,,,,,,neutral
7673,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,16,therapist,00:01:39,"Okay. Uh, would you mind if we talked a little bit about the chronic inhaler and the medicine that you're concerned about with, you know, the steroids because, you know, I certainly don't want her using a medicine that has steroids in it, like the ones that you're worried about for athletes. Uh, can we talk about that just a little bit?",0,True,information,False,,True,closed,question,
7674,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,17,client,00:01:57,Yeah.,0,,,,,,,,neutral
7675,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,18,therapist,00:01:58,"Okay. Even though, uh, even though this medicine isn't the-the medicine that's in this is in the same broad family as the steroids you're worried about, and those are called anabolic steroids.",0,True,information,False,,False,,therapist_input,
7676,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,19,client,00:02:09,Okay.,0,,,,,,,,neutral
7677,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,20,therapist,00:02:09,Which build people up and have masculinizing effects.,0,True,information,False,,False,,therapist_input,
7678,high,78,ComMIt Asthma Dialogue with MI,https://www.youtube.com/watch?v=lvxa64imMiY&feature=youtu.be,asthma management,21,client,00:02:12,Mm-hmm.,0,,,,,,,,neutral
